000325175	00057
000325175	00065
005720644	00011
005720644	00011
005780960	00117
005780960	00117
005780960	00141
005780960	00141
007211824	00037
008024812	00011
008024812	00011
009743279	00011
009743279	00011
015950082	00055
015950082	00055
016050023	00015
016050023	00015
016370082	00014
016441529	00027
017150871	00030
017150871	00030
017151200	00676
017151200	00684
019799238	00019
019799238	00019
021020136	00012
021020136	00012
021511704	00013
021511704	00013
021517578	00015
021517578	00015
024037236	00015
024037236	00015
024048852	00016
024049124	00076
024049124	00076
024049124	00092
024049124	00092
024053092	00011
024053100	00012
024054710	00017
024061590	00014
024061590	00022
024061590	00022
024061590	00030
024061590	00030
024061590	00048
024063166	00011
024065310	00013
024075566	00018
024075566	00018
024081416	00018
025480401	00733
026320093	00300
027180389	00028
027372176	00027
037121175	00071
037121175	00071
037121175	00089
037121175	00105
038691093	00017
038691093	00017
038753430	00016
038753430	00016
038758256	00010
038758256	00010
038769758	00012
038769758	00012
038776480	00014
038776480	00014
038781357	00017
038781357	00017
038790481	00014
038790481	00014
038804035	00038
038804035	00038
038805438	00017
038805438	00017
038851077	00016
038851077	00016
038868261	00017
038868261	00017
038890596	00018
038890596	00018
038900585	00019
038900585	00019
038901393	00017
038901393	00017
038909008	00013
038909008	00013
038914669	00015
038914669	00015
038937918	00019
038937918	00019
038938718	00012
038938718	00012
038944260	00017
038944260	00017
038949012	00025
038949012	00025
038955274	00014
038955274	00014
039004841	00019
039004841	00019
039015656	00018
039015656	00018
039027370	00012
039027370	00012
039033964	00014
039033964	00014
039045935	00010
039045935	00010
039047303	00019
039047303	00019
039051198	00016
039051198	00016
039051412	00011
039051412	00011
039057963	00017
039057963	00025
039057963	00025
039058565	00019
039058565	00019
039058565	00027
039078407	00028
039078407	00028
039090048	00016
039090048	00016
039121538	00019
039121538	00019
039131743	00013
039131743	00013
039132824	00010
039132824	00010
039145990	00014
039145990	00014
039146261	00019
039146261	00019
039167754	00017
039167754	00017
039194592	00018
039194592	00018
039195680	00010
039195680	00010
039195888	00019
039195888	00019
039214267	00013
039214267	00013
039214929	00018
039214929	00018
039233648	00011
039233648	00011
039275961	00017
039275961	00017
039298534	00015
039298534	00015
039378112	00013
039378112	00013
039380639	00011
039380639	00011
039383138	00011
039383138	00011
040117244	00018
040117244	00018
040130304	00013
040130304	00013
040137549	00016
040137549	00016
040143034	00011
040143034	00011
042299727	00018
042299727	00018
042315069	00015
042315069	00015
043821404	00019
043821404	00019
043825785	00017
043825785	00017
043827526	00013
043827526	00013
043833094	00014
043833094	00014
043881689	00012
043881689	00012
043883586	00018
043883586	00026
043900760	00018
043900760	00018
043913136	00016
043913136	00016
046072526	00018
054392451	00016
054392451	00016
054392451	00024
054396742	00014
054396742	00022
054396742	00022
054397021	00012
054502356	00014
054502356	00014
054502356	00022
054502356	00022
054800024	00017
054800024	00017
054803648	00200
054803648	00200
054803648	00283
054803648	00283
054803648	00291
054803648	00291
054803648	00309
054803648	00309
054803648	00325
054803648	00325
054804307	00186
054806542	05359
055500730	00084
055500730	00084
055503254	00017
055802052	00021
055802052	00039
056502248	01131
056502248	01131
056800170	00062
056809809	00017
057502510	00258
057502510	00266
057502742	00497
057502742	01081
057806150	00017
057806150	00017
057806150	00041
057806150	00041
057806150	00058
057806150	00058
057806150	00124
057806150	00124
057806150	00132
057806150	00132
057806150	00157
057806150	00157
057806150	00173
057806150	00173
057806150	00207
057806150	00207
057806150	00215
057806150	00215
057806150	00256
057806150	00256
057806150	00264
057806150	00264
057806150	00272
057806150	00272
057806150	00280
057806150	00280
057806150	00298
057806150	00298
057806150	00306
057806150	00306
057806150	00314
057806150	00314
057806150	00322
057806150	00322
057806150	00330
057806150	00330
057806150	00348
057806150	00348
057806150	00355
057806150	00355
057806150	00363
057806150	00363
057806150	00371
057806150	00371
057806150	00389
057806150	00389
057806150	00397
057806150	00397
057806150	00405
057806150	00405
057806150	00413
057806150	00413
057806150	00421
057806150	00421
057806150	00447
057806150	00447
057806150	00462
057806150	00462
057806150	00470
057806150	00470
057809162	00019
057809162	00019
057809618	00010
057809618	00010
057809618	00028
057809618	00028
057813131	00307
057816019	00038
057816019	00038
057816308	00019
057821266	00095
057821266	00095
058503657	00023
058503657	00023
060801388	01796
060801388	02109
060801396	00411
060802220	00016
060802220	00024
060802980	00056
060802980	00080
061200580	00019
061200580	00019
061200580	00027
061200580	00027
061200580	00043
061200580	00043
061200580	00068
061200580	00068
061200580	00076
061200580	00076
061200580	00092
061200580	00092
061200580	00100
061200580	00100
061200580	00118
061200580	00118
061200580	00167
061200580	00167
061200580	00175
061200580	00175
061200580	00183
061200580	00183
062800073	00041
062800073	00041
063802557	00031
063802557	00031
063804355	00012
063804355	00012
064800840	00023
064800840	00031
065500068	00070
065500068	00070
065501496	00031
065501850	00013
065501850	00013
065501850	00021
065501850	00021
065501850	00039
065501850	00039
065501850	00047
065501850	00047
065501850	00054
065501850	00054
065501850	00062
065501850	00062
065501850	00070
065501850	00070
065501850	00096
065501850	00096
065501850	00104
065501850	00104
065805822	00270
065805822	00270
065805822	00411
065805822	00411
065805822	00437
065805822	00437
065805822	00445
065805822	00445
065805822	00460
065805822	00460
065805822	00478
065805822	00478
065805822	00486
065805822	00486
065805822	00494
065805822	00502
066201120	00012
066201120	00012
066201120	00079
066201120	00079
066201120	00095
066201120	00095
066201120	00103
066201120	00103
066201120	00152
066201120	00152
066201120	00269
066201120	00269
066201120	00293
066201120	00293
066201120	00301
066201120	00301
066201120	00327
066201120	00327
066201120	00335
066201120	00335
066201120	00343
066201120	00343
066201120	00459
066201120	00459
066201120	00491
066201120	00491
066201120	00509
066201120	00509
066201120	00517
066201120	00517
066201120	00525
066201120	00525
066201120	00566
066201120	00566
066201120	00574
066201120	00574
066201120	00582
066201120	00582
066201120	00608
066201120	00608
066201120	00616
066201120	00616
066201120	00632
066201120	00632
066201120	00673
066201120	00673
066201120	00681
066201120	00681
066201120	00715
066201120	00715
066201120	00749
066201120	00749
066201120	00780
066201120	00780
066201120	00798
066201120	00798
066201120	00806
066201120	00806
066201120	00814
066201120	00814
066201120	00822
066201120	00822
066201120	00830
066201120	00830
066201120	00848
066201120	00848
066201120	00855
066201120	00855
066201120	00863
066201120	00863
066201120	00871
066201120	00871
066201120	00889
066201120	00889
066201120	00897
066201120	00897
066201120	00947
066201120	00947
066201120	00954
066201120	00954
066201120	00970
066201120	00970
066201120	00988
066201120	00988
066201120	00996
066201120	00996
066201120	01002
066201120	01002
066201120	01010
066201120	01010
066201120	01028
066201120	01028
066201120	01036
066201120	01036
066201120	01044
066201120	01044
066201120	01051
066201120	01051
066201120	01069
066201120	01069
066201120	01077
066201120	01077
066201120	01085
066201120	01085
066201120	01093
066201120	01093
066201120	01101
066201120	01101
066201120	01119
066201120	01119
066201120	01127
066201120	01127
066201120	01135
066201120	01135
066201120	01143
066201120	01143
066201120	01150
066201120	01150
066201120	01168
066201120	01168
066201120	01176
066201120	01176
066201120	01184
066201120	01184
066201120	01192
066201120	01192
066201120	01200
066201120	01200
066201120	01218
066201120	01218
066201120	01226
066201120	01226
066305376	00023
066305376	00023
066306051	00013
066306051	00013
066308727	00024
066309071	00018
066309469	00030
066309469	00030
066311002	00019
066311002	00027
066312158	00018
066312430	00029
066312430	00029
066801879	00017
066801879	00025
068717214	00024
068720069	00035
069200210	02046
069200210	02053
069200210	02061
069200210	02079
069200210	02087
069200210	02095
069200210	02103
069200210	02111
069200210	02129
069200210	02137
069200210	02145
069200210	02152
069200210	02160
069200616	00055
069200616	00063
069200848	00062
069200848	00088
069200848	00088
069200848	00096
069500239	00038
069500239	00046
069502433	00134
069502433	00308
069503043	00015
069804045	00016
069804045	00016
070501275	00104
070801089	00031
070801089	00031
070802228	00018
070802228	00018
070803440	00190
070803440	00190
070803440	00208
070803440	00208
070805684	00019
070805684	00019
071502561	00013
071502561	00013
071503742	00042
071503742	00042
071800460	00041
071800460	00041
071800460	00058
071800460	00058
071800536	00048
071800536	00048
071804868	00033
072800352	00030
072800352	00048
072802911	00015
072802911	00015
072802911	00023
072802911	00023
072802911	00056
072802911	00056
073706160	00022
075650218	00599
075650218	00631
075850115	00165
075850115	00256
076420611	00014
076420611	00014
076550060	00040
076550060	00040
076550060	00057
076550060	00057
076550060	00065
076550060	00065
076550060	00073
076550060	00073
076550060	00081
076550060	00081
076550060	00099
076550060	00099
076550060	00107
076550060	00107
076550060	00115
076550060	00115
076550060	00123
076550060	00123
076550060	00131
076550060	00131
076550060	00149
076550060	00149
076912575	00057
085480069	00401
085480069	00591
085480069	00690
085580488	00493
085580983	03653
085580983	03661
085580983	03679
085680882	00025
085680882	00033
085973618	00011
085973618	00029
085973618	00029
086480779	00072
087271227	00032
087271227	00032
087271227	00081
087271227	00081
087271227	00107
087271227	00107
087271227	00123
087271227	00123
087271227	00131
087271227	00131
087271227	00149
087271227	00149
087271227	00156
087271227	00156
087271227	00164
087271227	00164
087271227	00172
087271227	00172
087271227	00180
087271227	00180
087370532	00043
094124799	00035
094126711	00020
094129137	00033
094129145	00010
094129145	00028
094129145	00028
094134897	00019
094134897	00019
094135563	00016
094137098	00185
094137098	00243
095550463	00038
095850194	00085
095850194	00093
095850194	00101
095850194	00127
095850194	00135
096220108	00045
096220108	00094
096380076	00024
096380076	00024
096680244	00157
096920046	00024
097180426	00104
097180426	00120
097180426	00146
097380687	00034
097380687	00034
099375792	00019
099376204	00014
099376204	00022
099376691	00012
099379356	00019
099379687	00025
099380495	00012
099380495	00012
099389546	00013
110000031	00010
